count, Time, ForceInput_x_T[0], ForceInput_x_T[1], ForceInput_x_T[2], ForceInput_x_T[3], ForceInput_x_T[4], ForceInput_x_T[5] 
1,1727836513.35510660.0,0.0,0.0,0.0,0.0,0.0
2,1727836513.356429-229572.28376364536,262212.5178979031,82656.14607956535,96315.0901956114,-133421.79005249322,0.0
3,1727836513.7557182-227704.99903352984,262212.5178979031,83274.9069984392,97080.45477683959,-133236.65343354893,0.0
4,1727836513.756041-230298.45004757916,262212.5178979031,83687.41427768844,96677.6313130353,-133730.35108406696,0.0
5,1727836513.9691052-231750.78261544678,261518.52799610008,82862.39971918997,96879.04304493743,-133051.5168146047,0.0
6,1727836513.9697250.0,0.0,0.0,0.0,0.0,0.0
7,1727836514.18493180.0,0.0,0.0,0.0,0.0,0.0
8,1727836514.1857367-231232.0924126369,263253.5027506076,82913.96312909613,97241.58416236131,-132928.09240197518,0.0
9,1727836514.4043830.0,0.0,0.0,0.0,0.0,0.0
10,1727836514.405229-231543.30653432282,263947.4926524106,83223.34358853305,97120.73712322002,-133298.3656398637,0.0
11,1727836514.6226926-228742.37943914958,263484.8327178753,82243.63880031611,96556.78427389398,-133668.6388777522,0.0
12,1727836514.62354470.0,0.0,0.0,0.0,0.0,0.0
13,1727836514.8383055-229261.06964195945,264063.1576360445,82965.52653900228,97523.56058702435,-132742.95578303095,0.0
14,1727836514.83897450.0,0.0,0.0,0.0,0.0,0.0
15,1727836515.0569360.0,0.0,0.0,0.0,0.0,0.0
16,1727836515.0576918-230090.9739664552,265682.4674069181,83223.34358853305,97563.84293340477,-133421.79005249322,0.0
17,1727836515.27375340.0,0.0,0.0,0.0,0.0,0.0
18,1727836515.27466-231647.0445748848,260824.5380942971,82037.3851606915,97402.71354788305,-132866.38019566046,0.0
19,1727836515.4901412-232061.99673713272,261287.19802883247,81934.2583408792,97402.71354788305,-133545.21446512273,0.0
20,1727836515.49089530.0,0.0,0.0,0.0,0.0,0.0
21,1727836515.7051241-228846.11747971154,264525.8175705798,82037.3851606915,97523.56058702435,-133421.79005249322,0.0
22,1727836515.7060063-228431.16531746366,264525.8175705798,82037.3851606915,97765.25466530693,-133113.22902091945,0.0
23,1727836515.9205465-228949.85552027353,263253.5027506076,82553.01925975305,97442.99589426348,-132742.95578303095,0.0
24,1727836515.92129520.0,0.0,0.0,0.0,0.0,0.0
25,1727836516.13933090.0,0.0,0.0,0.0,0.0,0.0
26,1727836516.14031770.0,0.0,0.0,0.0,0.0,0.0
27,1727836516.35552670.0,0.0,0.0,0.0,0.0,0.0
28,1727836516.3562949-229779.7598447693,264178.82261967834,82037.3851606915,97201.3018159809,-132434.3947514572,0.0
29,1727836526.9421146-229261.06964195945,263484.8327178753,82965.52653900228,97563.84293340477,-133051.5168146047,0.0
30,1727836526.9434235-227601.26099296787,262790.8428160723,82295.20221022228,97402.71354788305,-133792.06329038172,0.0
31,1727836527.1740649-228327.42727690167,261634.19297973393,81831.13152106688,97080.45477683959,-132557.81916408666,0.0
32,1727836527.175093-229261.06964195945,263137.8377669738,83171.7801786269,97805.53701168734,-132742.95578303095,0.0
33,1727836527.391729-231335.83045319887,266839.11724325654,83481.16063806383,96919.32539131786,-132496.10695777193,0.0
34,1727836527.3925493-231647.0445748848,266029.46235781966,82192.07539040997,97040.17243045916,-132372.68254514242,0.0
35,1727836527.6052608-230090.9739664552,265682.4674069181,80799.8633229438,96959.60773769829,-132742.95578303095,0.0
36,1727836527.6060224-228223.6892363397,264178.82261967834,81418.62424181766,96959.60773769829,-133051.5168146047,0.0
37,1727836527.82305460.0,0.0,0.0,0.0,0.0,0.0
38,1727836527.8237130.0,0.0,0.0,0.0,0.0,0.0
39,1727836528.0378466-228431.16531746366,262096.8529142693,82398.3290300346,97805.53701168734,-133977.19990932598,0.0
40,1727836528.0381696-229364.80768252138,261171.53304519862,81882.69493097304,97523.56058702435,-133421.79005249322,0.0
41,1727836528.2515740.0,0.0,0.0,0.0,0.0,0.0
42,1727836528.2518914-229883.49788533128,264063.1576360445,81728.00470125457,97322.1488551222,-133051.5168146047,0.0
43,1727836528.568167-229468.54572308337,263831.8276687768,81985.82175078534,96959.60773769829,-134100.62432195546,0.0
44,1727836528.5685186-229053.59356083546,261865.52294700162,82346.76562012843,96959.60773769829,-133606.92667143745,0.0
45,1727836528.7814267-229572.28376364536,260477.5431433956,82295.20221022228,96516.50192751354,-132928.09240197518,0.0
46,1727836528.7824116-229468.54572308337,259436.5582906911,81521.75106162997,96315.0901956114,-132681.2435767162,0.0
47,1727836528.9981422-228742.37943914958,262443.8478651708,82501.4558498469,96556.78427389398,-132928.09240197518,0.0
48,1727836528.9998887-228431.16531746366,263484.8327178753,82553.01925975305,96113.67846370924,-134224.048734585,0.0
49,1727836529.2166930.0,0.0,0.0,0.0,0.0,0.0
50,1727836529.21738340.0,0.0,0.0,0.0,0.0,0.0
51,1727836529.452077-228223.6892363397,261402.8630124663,81367.0608319115,96476.21958113313,-133915.4877030112,0.0
52,1727836529.452369-227497.5229524059,260014.8832088603,81624.87788144227,96597.06662027442,-134224.048734585,0.0
53,1727836529.66462-228949.85552027353,260708.8731106633,81779.56811116073,96959.60773769829,-133853.77549669647,0.0
54,1727836529.6654198-231128.35437207494,262559.51284880465,81779.56811116073,96597.06662027442,-133236.65343354893,0.0
55,1727836529.880317-230505.9261287031,262906.50779970613,81676.44129134843,96556.78427389398,-134162.3365282702,0.0
56,1727836529.8809970.0,0.0,0.0,0.0,0.0,0.0
57,1727836530.1817856-228846.11747971154,262790.8428160723,82862.39971918997,96355.37254199183,-133113.22902091945,0.0
58,1727836530.18252520.0,0.0,0.0,0.0,0.0,0.0
59,1727836530.3947518-229883.49788533128,264410.152586946,82140.51198050381,96637.34896665484,-133113.22902091945,0.0
60,1727836530.396063-230298.45004757916,264872.8125214813,82553.01925975305,96758.19600579613,-133730.35108406696,0.0
61,1727836530.6100497-231128.35437207494,262559.51284880465,82501.4558498469,96516.50192751354,-133298.3656398637,0.0
62,1727836530.6107883-230298.45004757916,261865.52294700162,81624.87788144227,96758.19600579613,-133298.3656398637,0.0
63,1727836530.824921-228742.37943914958,264063.1576360445,81676.44129134843,96556.78427389398,-132804.6679893457,0.0
64,1727836530.82586720.0,0.0,0.0,0.0,0.0,0.0
65,1727836531.0430639-230194.71200701717,264525.8175705798,82398.3290300346,96919.32539131786,-132866.38019566046,0.0
66,1727836531.0438206-229676.02180420732,264410.152586946,82346.76562012843,96959.60773769829,-132372.68254514242,0.0
67,1727836531.2623053-229883.49788533128,263253.5027506076,82243.63880031611,96597.06662027442,-132434.3947514572,0.0
68,1727836531.2633436-230298.45004757916,264178.82261967834,81418.62424181766,96274.80784923096,-132434.3947514572,0.0
69,1727836531.4778025-227808.73707409183,263947.4926524106,81934.2583408792,96395.65488837226,-133421.79005249322,0.0
70,1727836531.4785595-228534.90335802562,263022.17278334,81934.2583408792,96879.04304493743,-134532.60976615874,0.0
71,1727836531.6929975-230090.9739664552,261518.52799610008,81831.13152106688,97362.43120150261,-135026.30741667678,0.0
72,1727836531.6937566-229676.02180420732,261749.8579633678,81676.44129134843,96556.78427389398,-133915.4877030112,0.0
73,1727836531.9106326-228846.11747971154,265104.142488749,82088.94857059765,96274.80784923096,-133668.6388777522,0.0
74,1727836531.9115794-228638.6413985876,265335.4724560167,82759.27289937767,96476.21958113313,-134347.4731472145,0.0
75,1727836532.126526-230090.9739664552,264757.14753784746,82965.52653900228,96919.32539131786,-134347.4731472145,0.0
76,1727836532.1275096-231750.78261544678,264063.1576360445,82810.83630928383,97644.40762616564,-133730.35108406696,0.0
77,1727836532.34078120.0,0.0,0.0,0.0,0.0,0.0
78,1727836532.34206180.0,0.0,0.0,0.0,0.0,0.0
79,1727836532.5560133-228949.85552027353,262443.8478651708,82707.70948947151,97120.73712322002,-133977.19990932598,0.0
80,1727836532.55650620.0,0.0,0.0,0.0,0.0,0.0
81,1727836532.7671814-231335.83045319887,262790.8428160723,81985.82175078534,97161.01946960045,-133853.77549669647,0.0
82,1727836532.7681959-231232.0924126369,260708.8731106633,82656.14607956535,96395.65488837226,-133792.06329038172,0.0
83,1727836532.9852798-228742.37943914958,260824.5380942971,82243.63880031611,96476.21958113313,-133174.9412272342,0.0
84,1727836532.9864476-227601.26099296787,263022.17278334,81676.44129134843,96879.04304493743,-132742.95578303095,0.0
85,1727836533.2007082-229053.59356083546,262906.50779970613,82088.94857059765,97040.17243045916,-132372.68254514242,0.0
