ForceInput_x_T[0],ForceInput_x_T[1],ForceInput_x_T[2],ForceInput_x_T[3],ForceInput_x_T[4],ForceInput_x_T[5]
-2.606824991399921,1.5041387927185923,-0.301025268388803,2.1583699337699858,-0.48318630574440213,-0.31410796740922586
-1.6154417013880908,0.6866271555194648,0.2854798719384445,1.278243038986449,0.16557982900736884,-0.7879121646513629
-3.534062592846051,2.5998304278869018,-1.6401540507614116,3.134007822768959,-1.6539506680685512,1.0332893092581341
-3.146298000522956,2.2705738573530976,-1.075873544121184,2.742679212011396,-1.0588553057526258,0.4551872908194374
-2.1563212885720597,1.3013772607738048,-0.42915413427897725,1.7817797345354485,-0.5174458642381498,-0.09341997168085722
0.24929060540817466,-1.3521227821131545,2.608191420965837,-0.6060694321594493,2.38558510395028,-3.134269296884885
-3.196204044200157,2.2587451426700667,-1.3802762775301571,2.8650789366086946,-1.4724848490986542,0.8702359881969227
-0.4553695998433811,-0.23753952076255158,0.5861306319079607,0.24798512349175164,0.761010945734634,-1.046075086189771
0.6299312989329573,-1.204454310508927,1.8145887456276464,-0.9511282983895477,1.7228199723447901,-2.2016247769111517
-2.1461980009541852,1.3511125879104768,-0.15047432370963382,1.9149109629997392,-0.34689171355552934,-0.2049966867214833
-1.5858318413848695,0.4523284522443054,0.7254056136511237,1.1490185766636674,0.575462590871228,-1.355951874282105
-1.8562608121207738,0.7745871675187855,0.24276238088349567,1.310979228411568,0.22493767017307068,-1.00343132391385
-2.7576176171739886,1.7814808439609535,-0.7504441043132434,2.2769832673857007,-0.7805330600676934,0.07400386775316438
-1.4771178425225717,0.5450135161676489,0.5923057534547215,1.0517420004763047,0.5042332158184153,-1.1882639928721905
0.5936853206443949,-0.935962783381199,1.6437677287175216,-0.6723212606685939,1.4975565559677722,-1.758339922834661
-1.6538490126060332,0.7196257373744277,0.43732024703408723,1.273716830270815,0.4583540259181621,-1.056956290857859
-2.5770653289653547,1.724904218956436,-0.75036176463612,2.234840449341713,-0.869147961473904,0.2647430372709306
-0.7107371710135484,-0.301738135528066,1.1817514639643782,0.2906295110125701,1.0877383989712957,-1.7804539752978248
-1.1059689080256763,0.26933577583921686,0.534093336379356,0.7414170662266326,0.5011473391934643,-1.06854549415668
-1.827065288327954,0.7743600874522266,0.3286089415041024,1.4103562901243214,0.2555934860282005,-0.956883405287909
-2.0523998633270266,0.6975387269055959,0.6316850154207344,1.5114890447488634,0.595323068336571,-1.46921433752488
-0.9570196161544853,-0.4285694548134037,1.9677916497528818,0.4395475985225479,1.9777705208589988,-2.830511133626657
-1.7846777857164902,0.8707842495178485,0.1362473944535564,1.4082938683866995,0.18519747762912925,-0.7541919873697092
-0.44401603435022424,-0.6417078467216091,1.9139332628578458,0.12467998404922537,1.7648035417698122,-2.4443943197782465
-2.9664072592063087,1.854125503508763,-0.6984381836511779,2.593556764750049,-0.8367151738552576,0.11859888956549572
-1.0084225720971276,-0.034424335654692745,1.2547066593377716,0.6911540849210424,1.1774554442112068,-1.8071706928884974
-2.0824202270928187,1.011729127912391,-0.12865398472476217,1.6497582798571677,-0.0985778825942334,-0.5601066275009031
-2.8074815879897708,1.6410269508400965,-0.8735215536598092,2.3586002905773578,-0.8458374523704769,0.15330653076872175
-0.9444757075667394,-0.32387091571432924,1.1126441655463293,0.5422158453268697,1.1704782739394897,-1.8419460810890682
-0.8672108944305568,-0.5841572970789601,1.5425963108725684,0.4727762273571535,1.6423677160839898,-2.3440949199542827
