count, Time, ForceInput_x_T[0], ForceInput_x_T[1], ForceInput_x_T[2], ForceInput_x_T[3], ForceInput_x_T[4], ForceInput_x_T[5] 
1,1727831087.76998350.0,0.0,0.0,0.0,0.0,0.0
2,1727831087.7706223-227290.04687128193,259436.5582906911,79201.39761585303,97241.58416236131,-133483.50225880797,0.0
3,1727831088.002104-227497.5229524059,257701.58353618358,78582.63669697917,97805.53701168734,-132989.80460828997,0.0
4,1727831088.0024610.0,0.0,0.0,0.0,0.0,0.0
5,1727831088.1098273-227393.78491184395,255966.608781676,79149.83420594689,96677.6313130353,-131755.56048199488,0.0
6,1727831088.1101897-229261.06964195945,255966.608781676,79459.21466538378,97120.73712322002,-132249.2581325129,0.0
7,1727831088.2194297-228327.42727690167,256544.93369984525,79923.28535453917,97644.40762616564,-132125.83371988343,0.0
8,1727831088.21978740.0,0.0,0.0,0.0,0.0,0.0
9,1727831088.329961-227704.99903352984,255850.94379804222,78170.12941772993,97241.58416236131,-132496.10695777193,0.0
10,1727831088.33077260.0,0.0,0.0,0.0,0.0,0.0
11,1727831088.4400537-228119.95119577774,255619.61383077456,79459.21466538378,97120.73712322002,-132989.80460828997,0.0
12,1727831088.4404042-228534.90335802562,256082.2737653099,79098.27079604071,97161.01946960045,-132187.5459261982,0.0
13,1727831088.5505335-229157.33160139745,256429.2687162114,79665.4683050084,96798.47835217658,-132619.53137040144,0.0
14,1727831088.55084250.0,0.0,0.0,0.0,0.0,0.0
15,1727831088.65874030.0,0.0,0.0,0.0,0.0,0.0
16,1727831088.6591208-226771.35666847212,258279.90845435276,77912.31236819917,96919.32539131786,-132187.5459261982,0.0
17,1727831088.768099-228223.6892363397,256197.93874894374,78737.32692669763,96677.6313130353,-132681.2435767162,0.0
18,1727831088.7684968-229261.06964195945,253537.64412536554,79613.90489510226,97120.73712322002,-132496.10695777193,0.0
19,1727831088.877823-228016.21315521575,255735.2788144084,79820.15853472688,97402.71354788305,-132187.5459261982,0.0
20,1727831088.87817720.0,0.0,0.0,0.0,0.0,0.0
21,1727831088.9878817-229468.54572308337,258973.89835615575,79871.72194463303,96959.60773769829,-132434.3947514572,0.0
22,1727831088.9882586-230090.9739664552,255966.608781676,79768.59512482071,97281.86650874173,-133236.65343354893,0.0
23,1727831089.09722-230090.9739664552,256660.59868347904,79046.70738613456,96838.760698557,-133483.50225880797,0.0
24,1727831089.097573-228119.95119577774,257007.59363438058,79149.83420594689,97040.17243045916,-132557.81916408666,0.0
25,1727831089.206562-229572.28376364536,257123.2586180144,79717.03171491456,97161.01946960045,-131878.98489462445,0.0
26,1727831089.2068850.0,0.0,0.0,0.0,0.0,0.0
27,1727831089.316683-229468.54572308337,254347.29901080238,79717.03171491456,96476.21958113313,-132496.10695777193,0.0
28,1727831089.3170485-228431.16531746366,255735.2788144084,79407.65125547763,96637.34896665484,-132804.6679893457,0.0
29,1727831089.425706-229364.80768252138,255041.28891260538,80181.10240406994,97241.58416236131,-132557.81916408666,0.0
30,1727831089.4261146-229053.59356083546,255503.9488471407,79923.28535453917,97120.73712322002,-132064.12151356868,0.0
31,1727831089.5355816-229779.7598447693,257701.58353618358,79356.08784557147,97966.66639720908,-132125.83371988343,0.0
32,1727831089.6009330.0,0.0,0.0,0.0,0.0,0.0
33,1727831089.710915-229779.7598447693,259899.21822522645,79717.03171491456,96717.91365941572,-132866.38019566046,0.0
34,1727831089.7904487-226875.09470903405,258973.89835615575,79923.28535453917,96919.32539131786,-132866.38019566046,0.0
35,1727831089.8994923-228327.42727690167,255041.28891260538,79459.21466538378,97402.71354788305,-131323.57503779166,0.0
36,1727831089.9799511-229157.33160139745,256082.2737653099,79974.84876444533,97080.45477683959,-131261.8628314769,0.0
37,1727831090.0893412-229676.02180420732,257585.91855254973,80335.79263378841,96677.6313130353,-131261.8628314769,0.0
38,1727831090.169746-230402.18808814115,257354.58858528206,79356.08784557147,96758.19600579613,-132310.97033882767,0.0
39,1727831090.2804935-227808.73707409183,257354.58858528206,79820.15853472688,97322.1488551222,-132557.81916408666,0.0
40,1727831090.358783-228431.16531746366,257007.59363438058,79768.59512482071,97402.71354788305,-133113.22902091945,0.0
41,1727831090.46817040.0,0.0,0.0,0.0,0.0,0.0
42,1727831090.548460.0,0.0,0.0,0.0,0.0,0.0
43,1727831090.6581407-230298.45004757916,258395.57343798658,80026.4121743515,96798.47835217658,-131693.84827568015,0.0
44,1727831090.73790050.0,0.0,0.0,0.0,0.0,0.0
45,1727831090.8492985-230090.9739664552,258626.90340525427,78737.32692669763,96516.50192751354,-131755.56048199488,0.0
46,1727831090.9271996-228949.85552027353,257123.2586180144,78788.89033660378,96999.89008407874,-131632.13606936543,0.0
47,1727831091.0373874-227601.26099296787,257470.25356891588,79201.39761585303,96919.32539131786,-132187.5459261982,0.0
48,1727831091.1168885-228949.85552027353,256891.92865074673,80129.5389941638,97080.45477683959,-133174.9412272342,0.0
49,1727831091.2264423-230713.40220982707,256082.2737653099,80490.48286350688,96476.21958113313,-133236.65343354893,0.0
50,1727831091.306441-229676.02180420732,255041.28891260538,80026.4121743515,96798.47835217658,-132496.10695777193,0.0
51,1727831091.4168136-227704.99903352984,254115.9690435347,79304.52443566531,97765.25466530693,-132619.53137040144,0.0
52,1727831091.4960940.0,0.0,0.0,0.0,0.0,0.0
