count, Time, ForceInput_x_T[0], ForceInput_x_T[1], ForceInput_x_T[2], ForceInput_x_T[3], ForceInput_x_T[4], ForceInput_x_T[5]
75,1727834660.6998076,-227808.73707409183,260940.20307793096,81367.0608319115,96758.19600579613,-133236.65343354893,0.0
76,1727834660.700048,-228119.95119577774,261518.52799610008,81418.62424181766,96758.19600579613,-133051.5168146047,0.0
77,1727834660.9076068,-229883.49788533128,262559.51284880465,81160.80719228688,96919.32539131786,-134409.18535352923,0.0
78,1727834660.9077878,0.0,0.0,0.0,0.0,0.0,0.0
79,1727834661.1240578,0.0,0.0,0.0,0.0,0.0,0.0
80,1727834661.1242766,-228949.85552027353,260940.20307793096,82604.5826696592,96959.60773769829,-132742.95578303095,0.0
81,1727834661.3323922,-228742.37943914958,261981.18793063547,82295.20221022228,96597.06662027442,-132249.2581325129,0.0
82,1727834661.3325968,-229987.23592589324,262212.5178979031,82707.70948947151,97765.25466530693,-131878.98489462445,0.0
83,1727834661.5400317,-229676.02180420732,263947.4926524106,82398.3290300346,97724.97231892649,-133298.3656398637,0.0
84,1727834661.5402246,-230402.18808814115,263600.49770150916,82192.07539040997,96798.47835217658,-133668.6388777522,0.0
85,1727834661.748814,-230713.40220982707,261287.19802883247,82346.76562012843,96597.06662027442,-134224.048734585,0.0
86,1727834661.7490058,-229572.28376364536,260130.54819249408,82656.14607956535,97201.3018159809,-133360.07784617844,0.0
87,1727834661.95761,-229676.02180420732,260593.20812702944,81882.69493097304,97483.2782406439,-131878.98489462445,0.0
88,1727834661.9578032,-230090.9739664552,261981.18793063547,81315.49742200534,97120.73712322002,-131817.27268830966,0.0
89,1727834662.1945655,-228327.42727690167,261287.19802883247,81521.75106162997,96959.60773769829,-131693.84827568015,0.0
90,1727834662.195034,-227393.78491184395,261634.19297973393,82604.5826696592,96798.47835217658,-132310.97033882767,0.0
91,1727834662.4072077,-229364.80768252138,263137.8377669738,82088.94857059765,97120.73712322002,-133421.79005249322,0.0
92,1727834662.407403,-230194.71200701717,261749.8579633678,81212.37060219303,97120.73712322002,-133853.77549669647,0.0
93,1727834662.6161819,-227601.26099296787,259899.21822522645,81624.87788144227,96556.78427389398,-133730.35108406696,0.0
94,1727834662.6163833,-228223.6892363397,260361.87815976175,81934.2583408792,97161.01946960045,-133668.6388777522,0.0
95,1727834662.8235445,-229364.80768252138,262096.8529142693,81934.2583408792,97120.73712322002,-133668.6388777522,0.0
96,1727834662.8237195,0.0,0.0,0.0,0.0,0.0,0.0
97,1727834663.035087,-230402.18808814115,262212.5178979031,81160.80719228688,96959.60773769829,-134470.897559844,0.0
98,1727834663.0352643,0.0,0.0,0.0,0.0,0.0,0.0
99,1727834663.2608697,0.0,0.0,0.0,0.0,0.0,0.0
100,1727834663.2610989,-228949.85552027353,260361.87815976175,81779.56811116073,96395.65488837226,-134224.048734585,0.0
101,1727834663.5354817,0.0,0.0,0.0,0.0,0.0,0.0
102,1727834663.535946,-228638.6413985876,261287.19802883247,81831.13152106688,97120.73712322002,-133792.06329038172,0.0
103,1727834663.7639146,-229987.23592589324,263484.8327178753,82192.07539040997,97483.2782406439,-132002.40930725393,0.0
104,1727834663.7641065,-230402.18808814115,263369.16773424146,82243.63880031611,96959.60773769829,-133298.3656398637,0.0
