count, Time, ForceInput_x_T[0], ForceInput_x_T[1], ForceInput_x_T[2], ForceInput_x_T[3], ForceInput_x_T[4], ForceInput_x_T[5]
23,1727835047.4530637,-227912.47511465382,258395.57343798658,78427.9464672607,96838.760698557,-133298.3656398637,0.0
24,1727835047.4532876,-228327.42727690167,256082.2737653099,79252.96102575917,96758.19600579613,-133421.79005249322,0.0
25,1727835047.862488,-227808.73707409183,256776.2636671129,77551.36849885609,96677.6313130353,-133051.5168146047,0.0
26,1727835047.863038,-228534.90335802562,256891.92865074673,77551.36849885609,97402.71354788305,-132866.38019566046,0.0
27,1727835048.280599,-227186.30883072,256429.2687162114,78995.1439762284,96999.89008407874,-134594.32197247352,0.0
28,1727835048.2810242,-227808.73707409183,256544.93369984525,79356.08784557147,96677.6313130353,-133545.21446512273,0.0
29,1727835048.710434,-228742.37943914958,256313.60373257755,78067.00259791763,97322.1488551222,-132557.81916408666,0.0
30,1727835048.7110026,-229572.28376364536,259783.5532415926,77551.36849885609,95670.5726535245,-132866.38019566046,0.0
31,1727835049.2804182,-229261.06964195945,261518.52799610008,77757.62213848071,96395.65488837226,-132804.6679893457,0.0
32,1727835049.2809167,-228742.37943914958,258511.23842162042,78015.43918801149,97604.12527978518,-132249.2581325129,0.0
33,1727835049.7019541,-230298.45004757916,257354.58858528206,78221.69282763608,97322.1488551222,-132804.6679893457,0.0
34,1727835049.702388,-229157.33160139745,257238.92360164825,77345.11485923146,97563.84293340477,-133668.6388777522,0.0
35,1727835050.1514122,-228119.95119577774,257354.58858528206,77448.24167904377,97241.58416236131,-133545.21446512273,0.0
36,1727835050.1518536,-228223.6892363397,257007.59363438058,77448.24167904377,97241.58416236131,-132928.09240197518,0.0
37,1727835050.5796561,0.0,0.0,0.0,0.0,0.0,0.0
38,1727835050.5801632,-229157.33160139745,256660.59868347904,78118.56600782377,96999.89008407874,-132496.10695777193,0.0
39,1727835051.0349383,-228119.95119577774,257354.58858528206,78531.07328707301,96798.47835217658,-132619.53137040144,0.0
40,1727835051.0354214,-226771.35666847212,254925.62392897153,78324.8196474484,96556.78427389398,-132496.10695777193,0.0
41,1727835051.4907858,0.0,0.0,0.0,0.0,0.0,0.0
42,1727835051.4913416,-227393.78491184395,258742.5683888881,77499.80508894994,96597.06662027442,-132742.95578303095,0.0
43,1727835051.970329,-228949.85552027353,256544.93369984525,78685.76351679147,96798.47835217658,-133174.9412272342,0.0
44,1727835051.9707613,-229157.33160139745,256082.2737653099,78840.45374650994,96597.06662027442,-133606.92667143745,0.0
45,1727835052.3942077,-228327.42727690167,257007.59363438058,78840.45374650994,96798.47835217658,-134594.32197247352,0.0
46,1727835052.3946834,-229883.49788533128,256891.92865074673,78427.9464672607,96919.32539131786,-133606.92667143745,0.0
47,1727835052.8562038,-229157.33160139745,255503.9488471407,78788.89033660378,97281.86650874173,-132866.38019566046,0.0
48,1727835052.85667,-228223.6892363397,257007.59363438058,79098.27079604071,97322.1488551222,-133730.35108406696,0.0
49,1727835053.2908075,-227912.47511465382,256544.93369984525,78427.9464672607,97563.84293340477,-133174.9412272342,0.0
50,1727835053.2920976,-229364.80768252138,257932.91350345121,78737.32692669763,97080.45477683959,-132434.3947514572,0.0
51,1727835053.7332828,-229468.54572308337,256660.59868347904,78170.12941772993,96919.32539131786,-133174.9412272342,0.0
52,1727835053.7337747,0.0,0.0,0.0,0.0,0.0,0.0
53,1727835054.2091668,0.0,0.0,0.0,0.0,0.0,0.0
54,1727835054.2097685,-226563.88058734813,259552.22327432493,78943.58056632226,97080.45477683959,-133298.3656398637,0.0
55,1727835054.7207944,0.0,0.0,0.0,0.0,0.0,0.0
56,1727835054.721309,0.0,0.0,0.0,0.0,0.0,0.0
57,1727835055.1911335,-228119.95119577774,256891.92865074673,78067.00259791763,96919.32539131786,-133483.50225880797,0.0
58,1727835055.1917112,0.0,0.0,0.0,0.0,0.0,0.0
59,1727835055.641321,-227912.47511465382,258973.89835615575,78479.50987716686,96637.34896665484,-134038.91211564076,0.0
60,1727835055.6418629,-228327.42727690167,258164.2434707189,78634.20010688531,97483.2782406439,-133174.9412272342,0.0
61,1727835056.1473444,0.0,0.0,0.0,0.0,0.0,0.0
62,1727835056.1482244,-229053.59356083546,257701.58353618358,79974.84876444533,96597.06662027442,-132187.5459261982,0.0
63,1727835056.6376708,0.0,0.0,0.0,0.0,0.0,0.0
64,1727835056.6382632,-228119.95119577774,255966.608781676,78995.1439762284,97281.86650874173,-131817.27268830966,0.0
65,1727835057.115865,-227497.5229524059,256544.93369984525,79562.34148519608,97080.45477683959,-131940.69710093917,0.0
66,1727835057.1167276,-227704.99903352984,257817.2485198174,80129.5389941638,96838.760698557,-132187.5459261982,0.0
67,1727835057.5873983,-228431.16531746366,257701.58353618358,80902.99014275611,97040.17243045916,-133730.35108406696,0.0
68,1727835057.5882745,0.0,0.0,0.0,0.0,0.0,0.0
69,1727835058.0673623,-228431.16531746366,261287.19802883247,80232.66581397611,96435.93723475268,-133051.5168146047,0.0
70,1727835058.0683458,-227393.78491184395,260246.2131761279,79871.72194463303,96395.65488837226,-132804.6679893457,0.0
71,1727835058.544767,-227912.47511465382,259089.56333978957,80335.79263378841,96194.2431564701,-133853.77549669647,0.0
72,1727835058.5452647,-226252.66646566225,258858.2333725219,79768.59512482071,96355.37254199183,-133174.9412272342,0.0
73,1727835059.0102115,-228327.42727690167,260593.20812702944,80181.10240406994,97523.56058702435,-132557.81916408666,0.0
74,1727835059.0107942,-228016.21315521575,260708.8731106633,80902.99014275611,96677.6313130353,-133174.9412272342,0.0
75,1727835059.5996041,0.0,0.0,0.0,0.0,0.0,0.0
76,1727835059.6002486,-226667.6186279101,258048.57848708506,80438.91945360073,97483.2782406439,-133915.4877030112,0.0
77,1727835060.0718775,-228742.37943914958,256660.59868347904,79562.34148519608,96717.91365941572,-132989.80460828997,0.0
78,1727835060.0725634,-229261.06964195945,257817.2485198174,80387.35604369457,97080.45477683959,-132989.80460828997,0.0
79,1727835060.5818217,0.0,0.0,0.0,0.0,0.0,0.0
80,1727835060.5824006,-227393.78491184395,258742.5683888881,80593.60968331917,97241.58416236131,-133051.5168146047,0.0
81,1727835061.2971456,-227186.30883072,260014.8832088603,80490.48286350688,97241.58416236131,-132372.68254514242,0.0
82,1727835061.2976675,-228638.6413985876,260708.8731106633,80696.73650313148,97281.86650874173,-132125.83371988343,0.0
83,1727835061.9027302,-229468.54572308337,260130.54819249408,81263.9340120992,97684.68997254607,-133298.3656398637,0.0
84,1727835061.9034493,-228327.42727690167,257932.91350345121,81212.37060219303,98127.79578273081,-133545.21446512273,0.0
85,1727835062.4770837,-227290.04687128193,258511.23842162042,81263.9340120992,97765.25466530693,-132989.80460828997,0.0
86,1727835062.477673,0.0,0.0,0.0,0.0,0.0,0.0
87,1727835063.0424995,-229676.02180420732,260477.5431433956,81160.80719228688,97040.17243045916,-132928.09240197518,0.0
88,1727835063.0432105,-230817.140250389,262096.8529142693,81521.75106162997,96717.91365941572,-132372.68254514242,0.0
89,1727835063.6102269,-228638.6413985876,260593.20812702944,81263.9340120992,96637.34896665484,-132804.6679893457,0.0
90,1727835063.6116626,-226978.83274959604,260940.20307793096,81263.9340120992,97161.01946960045,-132496.10695777193,0.0
91,1727835064.1955123,-227290.04687128193,260824.5380942971,81470.18765172383,97322.1488551222,-133853.77549669647,0.0
92,1727835064.196076,-227912.47511465382,260014.8832088603,80799.8633229438,96435.93723475268,-134285.76094089975,0.0
93,1727835064.762839,0.0,0.0,0.0,0.0,0.0,0.0
94,1727835064.7633545,-229053.59356083546,259089.56333978957,80490.48286350688,97241.58416236131,-133853.77549669647,0.0
95,1727835065.3517106,-226563.88058734813,259436.5582906911,81263.9340120992,96959.60773769829,-134285.76094089975,0.0
96,1727835065.3522263,-226875.09470903405,259783.5532415926,81521.75106162997,96355.37254199183,-133730.35108406696,0.0
97,1727835065.9702084,-226875.09470903405,259899.21822522645,80438.91945360073,96476.21958113313,-133298.3656398637,0.0
98,1727835065.9707048,0.0,0.0,0.0,0.0,0.0,0.0
99,1727835066.5453033,0.0,0.0,0.0,0.0,0.0,0.0
100,1727835066.54593,-228327.42727690167,257932.91350345121,80490.48286350688,96637.34896665484,-132249.2581325129,0.0
101,1727835067.2712383,-226667.6186279101,259205.22832342342,81212.37060219303,97563.84293340477,-132557.81916408666,0.0
102,1727835067.271768,-226667.6186279101,260130.54819249408,81263.9340120992,97442.99589426348,-132064.12151356868,0.0
103,1727835067.8176858,-227601.26099296787,259089.56333978957,80851.42673284996,96959.60773769829,-133483.50225880797,0.0
104,1727835067.818468,-226875.09470903405,259783.5532415926,80748.29991303764,96677.6313130353,-133853.77549669647,0.0
105,1727835068.3749845,-227808.73707409183,261171.53304519862,81263.9340120992,96798.47835217658,-133545.21446512273,0.0
106,1727835068.3755891,-229883.49788533128,258626.90340525427,80490.48286350688,97442.99589426348,-133298.3656398637,0.0
107,1727835068.8477194,-229157.33160139745,260361.87815976175,80026.4121743515,97684.68997254607,-133360.07784617844,0.0
108,1727835068.848442,-230402.18808814115,260940.20307793096,80284.22922388227,97362.43120150261,-134224.048734585,0.0
109,1727835069.3444433,-229261.06964195945,260361.87815976175,80181.10240406994,96677.6313130353,-133792.06329038172,0.0
110,1727835069.3449743,-228742.37943914958,259436.5582906911,80696.73650313148,96153.96081008966,-133174.9412272342,0.0
111,1727835069.835943,0.0,0.0,0.0,0.0,0.0,0.0
112,1727835069.8364289,0.0,0.0,0.0,0.0,0.0,0.0
113,1727835070.3552165,-229676.02180420732,259320.89330705724,80645.17309322534,97724.97231892649,-134594.32197247352,0.0
114,1727835070.3557222,-229883.49788533128,259089.56333978957,80284.22922388227,97201.3018159809,-133606.92667143745,0.0
115,1727835070.837999,0.0,0.0,0.0,0.0,0.0,0.0
116,1727835070.8384705,0.0,0.0,0.0,0.0,0.0,0.0
117,1727835071.3725572,-229676.02180420732,259899.21822522645,80799.8633229438,96153.96081008966,-132742.95578303095,0.0
118,1727835071.3732274,-229364.80768252138,259320.89330705724,80438.91945360073,96274.80784923096,-133051.5168146047,0.0
119,1727835071.8782296,0.0,0.0,0.0,0.0,0.0,0.0
120,1727835071.8790267,-228016.21315521575,260130.54819249408,80593.60968331917,96798.47835217658,-133853.77549669647,0.0
121,1727835072.3894582,-228119.95119577774,257123.2586180144,81573.31447153611,96758.19600579613,-134409.18535352923,0.0
122,1727835072.3903134,-227808.73707409183,257470.25356891588,82088.94857059765,96879.04304493743,-134409.18535352923,0.0
123,1727835072.88129,-227186.30883072,258164.2434707189,81470.18765172383,96798.47835217658,-132866.38019566046,0.0
124,1727835072.8817978,-229261.06964195945,258626.90340525427,81160.80719228688,96395.65488837226,-133360.07784617844,0.0
125,1727835073.3807158,0.0,0.0,0.0,0.0,0.0,0.0
126,1727835073.381264,-230505.9261287031,260477.5431433956,81006.11696256841,98047.23108996994,-133236.65343354893,0.0
127,1727835073.8795578,-230505.9261287031,259089.56333978957,80438.91945360073,97362.43120150261,-133730.35108406696,0.0
128,1727835073.88008,-228016.21315521575,257238.92360164825,80902.99014275611,97201.3018159809,-134162.3365282702,0.0
129,1727835074.409063,-228431.16531746366,259552.22327432493,80645.17309322534,96717.91365941572,-134100.62432195546,0.0
130,1727835074.4096792,-227601.26099296787,260361.87815976175,80696.73650313148,96677.6313130353,-133730.35108406696,0.0
131,1727835074.8994412,-228223.6892363397,260824.5380942971,80851.42673284996,96798.47835217658,-133051.5168146047,0.0
132,1727835074.899943,-228016.21315521575,260477.5431433956,80438.91945360073,97120.73712322002,-133236.65343354893,0.0
133,1727835075.4113057,0.0,0.0,0.0,0.0,0.0,0.0
134,1727835075.4118514,-229572.28376364536,261287.19802883247,81315.49742200534,96637.34896665484,-134100.62432195546,0.0
135,1727835076.017603,0.0,0.0,0.0,0.0,0.0,0.0
136,1727835076.018058,0.0,0.0,0.0,0.0,0.0,0.0
137,1727835076.5688555,-230402.18808814115,260361.87815976175,80542.04627341303,96798.47835217658,-132125.83371988343,0.0
138,1727835076.5694187,-228431.16531746366,257817.2485198174,80490.48286350688,96999.89008407874,-132619.53137040144,0.0
139,1727835077.0641708,0.0,0.0,0.0,0.0,0.0,0.0
140,1727835077.0646756,-228016.21315521575,261518.52799610008,81006.11696256841,96919.32539131786,-132434.3947514572,0.0
141,1727835077.5228384,-229261.06964195945,259667.88825795875,80026.4121743515,97483.2782406439,-132496.10695777193,0.0
142,1727835077.5236068,-228742.37943914958,256660.59868347904,80284.22922388227,97080.45477683959,-133298.3656398637,0.0
143,1727835078.001877,-229779.7598447693,258395.57343798658,80542.04627341303,97684.68997254607,-132557.81916408666,0.0
144,1727835078.0027,-228223.6892363397,261518.52799610008,80335.79263378841,97644.40762616564,-133051.5168146047,0.0
145,1727835078.476574,0.0,0.0,0.0,0.0,0.0,0.0
146,1727835078.477091,-227186.30883072,261865.52294700162,79820.15853472688,97442.99589426348,-133915.4877030112,0.0
147,1727835078.9542632,0.0,0.0,0.0,0.0,0.0,0.0
148,1727835078.9547992,-228119.95119577774,259899.21822522645,80438.91945360073,97442.99589426348,-132742.95578303095,0.0
149,1727835079.4642386,-228327.42727690167,259089.56333978957,79768.59512482071,96838.760698557,-133113.22902091945,0.0
150,1727835079.464802,-228431.16531746366,259436.5582906911,80026.4121743515,96516.50192751354,-133298.3656398637,0.0
151,1727835079.9483974,-228119.95119577774,258279.90845435276,80542.04627341303,96999.89008407874,-134224.048734585,0.0
152,1727835079.950102,-227912.47511465382,257932.91350345121,79923.28535453917,96556.78427389398,-134841.17079773254,0.0
153,1727835080.4552057,-227393.78491184395,259089.56333978957,79407.65125547763,96879.04304493743,-134100.62432195546,0.0
154,1727835080.4557445,-227704.99903352984,259667.88825795875,80645.17309322534,96999.89008407874,-132496.10695777193,0.0
155,1727835080.924193,-228327.42727690167,260593.20812702944,81418.62424181766,96999.89008407874,-132310.97033882767,0.0
156,1727835080.9248464,0.0,0.0,0.0,0.0,0.0,0.0
157,1727835081.428451,-228949.85552027353,260246.2131761279,80902.99014275611,96838.760698557,-132064.12151356868,0.0
158,1727835081.428986,-230194.71200701717,260940.20307793096,80438.91945360073,97322.1488551222,-131817.27268830966,0.0
159,1727835081.930607,-230920.878290951,258858.2333725219,80232.66581397611,97765.25466530693,-132372.68254514242,0.0
160,1727835081.9313962,-230609.66416926507,260477.5431433956,79974.84876444533,97644.40762616564,-133360.07784617844,0.0
161,1727835082.407547,-230402.18808814115,258858.2333725219,80438.91945360073,96879.04304493743,-132372.68254514242,0.0
162,1727835082.4085114,-228846.11747971154,259552.22327432493,80954.55355266226,96919.32539131786,-132928.09240197518,0.0
163,1727835082.8852363,0.0,0.0,0.0,0.0,0.0,0.0
164,1727835082.8858447,-228846.11747971154,258858.2333725219,80748.29991303764,96476.21958113313,-132619.53137040144,0.0
165,1727835083.3585887,-228016.21315521575,258858.2333725219,79459.21466538378,95912.26673180709,-132249.2581325129,0.0
166,1727835083.35903,0.0,0.0,0.0,0.0,0.0,0.0
167,1727835083.8338206,-228431.16531746366,256776.2636671129,80077.97558425766,97483.2782406439,-132804.6679893457,0.0
168,1727835083.8343542,-229676.02180420732,259320.89330705724,79820.15853472688,97281.86650874173,-133668.6388777522,0.0
169,1727835084.3245387,0.0,0.0,0.0,0.0,0.0,0.0
170,1727835084.3251169,-228638.6413985876,257585.91855254973,80232.66581397611,96838.760698557,-133792.06329038172,0.0
171,1727835084.8405423,-229261.06964195945,258742.5683888881,79768.59512482071,97523.56058702435,-133298.3656398637,0.0
172,1727835084.8410933,-228846.11747971154,258626.90340525427,79923.28535453917,96959.60773769829,-132989.80460828997,0.0
173,1727835085.3499742,-228327.42727690167,258279.90845435276,79356.08784557147,96597.06662027442,-133360.07784617844,0.0
174,1727835085.3506713,0.0,0.0,0.0,0.0,0.0,0.0
175,1727835085.861357,-228742.37943914958,255850.94379804222,79407.65125547763,96919.32539131786,-133730.35108406696,0.0
176,1727835085.8619003,-229157.33160139745,258858.2333725219,79923.28535453917,97120.73712322002,-133977.19990932598,0.0
177,1727835086.4144151,-227082.570790158,261634.19297973393,80077.97558425766,96556.78427389398,-133915.4877030112,0.0
178,1727835086.4149537,-226978.83274959604,260477.5431433956,80387.35604369457,96838.760698557,-133606.92667143745,0.0
179,1727835086.9325256,0.0,0.0,0.0,0.0,0.0,0.0
180,1727835086.9331076,-228949.85552027353,258164.2434707189,81573.31447153611,97563.84293340477,-132742.95578303095,0.0
181,1727835087.437827,-228846.11747971154,260130.54819249408,80902.99014275611,96879.04304493743,-132434.3947514572,0.0
182,1727835087.4383645,-228534.90335802562,258973.89835615575,80593.60968331917,96234.52550285053,-133298.3656398637,0.0
183,1727835087.9657776,-227912.47511465382,259089.56333978957,79820.15853472688,96516.50192751354,-133545.21446512273,0.0
184,1727835087.9665363,-228119.95119577774,260361.87815976175,79356.08784557147,96798.47835217658,-133421.79005249322,0.0
185,1727835088.48946,-228949.85552027353,259552.22327432493,80181.10240406994,96838.760698557,-133483.50225880797,0.0
186,1727835088.4899657,-227082.570790158,257701.58353618358,79923.28535453917,96999.89008407874,-133483.50225880797,0.0
187,1727835088.975464,-226667.6186279101,258511.23842162042,80645.17309322534,96717.91365941572,-131940.69710093917,0.0
188,1727835088.9759886,-227808.73707409183,260246.2131761279,79820.15853472688,97402.71354788305,-133051.5168146047,0.0
189,1727835089.4663577,-228431.16531746366,259205.22832342342,80748.29991303764,97483.2782406439,-134038.91211564076,0.0
190,1727835089.466842,-229053.59356083546,261055.86806156478,81367.0608319115,97886.10170444821,-134285.76094089975,0.0
191,1727835089.9548364,-229157.33160139745,261171.53304519862,80851.42673284996,97845.81935806779,-132187.5459261982,0.0
192,1727835089.9560387,-229676.02180420732,259783.5532415926,81057.68037247457,97402.71354788305,-132249.2581325129,0.0
193,1727835090.5127645,-228431.16531746366,258742.5683888881,80438.91945360073,97322.1488551222,-133483.50225880797,0.0
194,1727835090.5133004,-229364.80768252138,257123.2586180144,80181.10240406994,97362.43120150261,-132496.10695777193,0.0
195,1727835091.0292084,-229987.23592589324,257585.91855254973,80284.22922388227,96435.93723475268,-132434.3947514572,0.0
196,1727835091.0297015,-227290.04687128193,257354.58858528206,80542.04627341303,96838.760698557,-131755.56048199488,0.0
197,1727835091.5409582,-228949.85552027353,259667.88825795875,81263.9340120992,96435.93723475268,-131878.98489462445,0.0
198,1727835091.5414996,-231439.5684937609,260708.8731106633,80954.55355266226,96556.78427389398,-133298.3656398637,0.0
199,1727835092.0537245,-228534.90335802562,258164.2434707189,80542.04627341303,97483.2782406439,-133174.9412272342,0.0
200,1727835092.054206,-228119.95119577774,257238.92360164825,81057.68037247457,98006.94874358951,-133113.22902091945,0.0
201,1727835092.5973485,-230090.9739664552,258742.5683888881,80851.42673284996,97483.2782406439,-133051.5168146047,0.0
202,1727835092.5978243,-229676.02180420732,259552.22327432493,80645.17309322534,96838.760698557,-133236.65343354893,0.0
203,1727835093.122492,-229053.59356083546,259667.88825795875,80954.55355266226,96556.78427389398,-133174.9412272342,0.0
204,1727835093.122955,-228327.42727690167,259899.21822522645,80748.29991303764,96798.47835217658,-133915.4877030112,0.0
205,1727835093.620519,-228327.42727690167,259089.56333978957,80490.48286350688,96959.60773769829,-133545.21446512273,0.0
206,1727835093.6210785,-226875.09470903405,258511.23842162042,80438.91945360073,96879.04304493743,-133236.65343354893,0.0
207,1727835094.1938407,0.0,0.0,0.0,0.0,0.0,0.0
208,1727835094.1942782,0.0,0.0,0.0,0.0,0.0,0.0
209,1727835094.7131968,-227704.99903352984,259436.5582906911,81057.68037247457,97402.71354788305,-133174.9412272342,0.0
210,1727835094.7136998,-226667.6186279101,259899.21822522645,80748.29991303764,96959.60773769829,-133668.6388777522,0.0
211,1727835095.2839367,-226771.35666847212,261402.8630124663,80696.73650313148,97523.56058702435,-134038.91211564076,0.0
212,1727835095.2844446,-227290.04687128193,260246.2131761279,80438.91945360073,97442.99589426348,-134779.45859141776,0.0
213,1727835095.8020406,-228638.6413985876,260593.20812702944,81418.62424181766,96637.34896665484,-134347.4731472145,0.0
214,1727835095.8025002,-229053.59356083546,260824.5380942971,81212.37060219303,96556.78427389398,-133421.79005249322,0.0
215,1727835096.3712323,-228327.42727690167,258511.23842162042,80748.29991303764,96677.6313130353,-134100.62432195546,0.0
216,1727835096.372167,-227601.26099296787,258164.2434707189,80335.79263378841,97281.86650874173,-133853.77549669647,0.0
217,1727835096.9099987,-229987.23592589324,259783.5532415926,81160.80719228688,97886.10170444821,-132989.80460828997,0.0
218,1727835096.9105334,0.0,0.0,0.0,0.0,0.0,0.0
219,1727835097.5089211,-228119.95119577774,261171.53304519862,80181.10240406994,96798.47835217658,-133360.07784617844,0.0
220,1727835097.5094237,-228327.42727690167,260708.8731106633,80851.42673284996,97201.3018159809,-133421.79005249322,0.0
221,1727835098.0846658,0.0,0.0,0.0,0.0,0.0,0.0
222,1727835098.0852084,-229364.80768252138,259320.89330705724,80954.55355266226,97402.71354788305,-133853.77549669647,0.0
223,1727835098.6315622,-227393.78491184395,259436.5582906911,81109.24378238073,97120.73712322002,-132681.2435767162,0.0
224,1727835098.6320822,-228016.21315521575,259205.22832342342,80902.99014275611,96395.65488837226,-132619.53137040144,0.0
225,1727835099.2050803,0.0,0.0,0.0,0.0,0.0,0.0
226,1727835099.2065217,-228742.37943914958,257817.2485198174,80232.66581397611,96315.0901956114,-133853.77549669647,0.0
227,1727835099.7483633,-227497.5229524059,259899.21822522645,81367.0608319115,96395.65488837226,-133298.3656398637,0.0
228,1727835099.7489443,-228742.37943914958,261749.8579633678,81882.69493097304,97040.17243045916,-133853.77549669647,0.0
229,1727835100.2983966,-229987.23592589324,259205.22832342342,81573.31447153611,97322.1488551222,-134532.60976615874,0.0
230,1727835100.2989953,-229053.59356083546,258164.2434707189,80954.55355266226,97563.84293340477,-134532.60976615874,0.0
231,1727835100.8241131,-226875.09470903405,260014.8832088603,80490.48286350688,97966.66639720908,-133483.50225880797,0.0
232,1727835100.824654,-228016.21315521575,260940.20307793096,81573.31447153611,97040.17243045916,-133730.35108406696,0.0
233,1727835101.4153216,-227186.30883072,259783.5532415926,81057.68037247457,96274.80784923096,-132866.38019566046,0.0
234,1727835101.4160628,-227912.47511465382,259552.22327432493,80851.42673284996,96476.21958113313,-132681.2435767162,0.0
235,1727835101.9478192,-229261.06964195945,260014.8832088603,81109.24378238073,97040.17243045916,-132866.38019566046,0.0
236,1727835101.948341,-229883.49788533128,259552.22327432493,81315.49742200534,96959.60773769829,-134162.3365282702,0.0
237,1727835102.5046647,-231232.0924126369,259552.22327432493,80645.17309322534,97322.1488551222,-134100.62432195546,0.0
238,1727835102.505276,-230298.45004757916,261981.18793063547,80490.48286350688,97241.58416236131,-132742.95578303095,0.0
239,1727835103.0436609,-228223.6892363397,261518.52799610008,81212.37060219303,96597.06662027442,-132681.2435767162,0.0
240,1727835103.0441449,-229053.59356083546,258626.90340525427,79871.72194463303,96556.78427389398,-132989.80460828997,0.0
241,1727835103.6196883,-228846.11747971154,258973.89835615575,80026.4121743515,97161.01946960045,-132434.3947514572,0.0
242,1727835103.6204484,0.0,0.0,0.0,0.0,0.0,0.0
243,1727835104.19232,-228119.95119577774,261055.86806156478,80181.10240406994,97161.01946960045,-133236.65343354893,0.0
244,1727835104.192872,-228534.90335802562,258395.57343798658,80799.8633229438,96758.19600579613,-133606.92667143745,0.0
245,1727835104.8344502,-228534.90335802562,259899.21822522645,81109.24378238073,96999.89008407874,-134224.048734585,0.0
246,1727835104.83503,0.0,0.0,0.0,0.0,0.0,0.0
247,1727835105.3928053,-226771.35666847212,261981.18793063547,81212.37060219303,96194.2431564701,-132804.6679893457,0.0
248,1727835105.3932893,-228846.11747971154,258742.5683888881,81057.68037247457,96758.19600579613,-132742.95578303095,0.0
249,1727835105.9429517,-227601.26099296787,258164.2434707189,79407.65125547763,97080.45477683959,-132125.83371988343,0.0
250,1727835105.9433622,0.0,0.0,0.0,0.0,0.0,0.0
251,1727835106.527779,0.0,0.0,0.0,0.0,0.0,0.0
252,1727835106.5283132,-229779.7598447693,258511.23842162042,80077.97558425766,96516.50192751354,-133853.77549669647,0.0
253,1727835107.093575,0.0,0.0,0.0,0.0,0.0,0.0
254,1727835107.0941389,-229883.49788533128,258626.90340525427,80645.17309322534,97563.84293340477,-132064.12151356868,0.0
255,1727835107.6784468,0.0,0.0,0.0,0.0,0.0,0.0
256,1727835107.6795144,-227808.73707409183,260940.20307793096,80902.99014275611,96919.32539131786,-132989.80460828997,0.0
257,1727835108.2776,-227912.47511465382,260361.87815976175,81367.0608319115,96677.6313130353,-133051.5168146047,0.0
258,1727835108.2780306,0.0,0.0,0.0,0.0,0.0,0.0
259,1727835108.9083374,-229364.80768252138,262096.8529142693,81573.31447153611,97080.45477683959,-133360.07784617844,0.0
260,1727835108.9094534,-228016.21315521575,257585.91855254973,81212.37060219303,97201.3018159809,-134902.88300404727,0.0
261,1727835109.4984665,-229468.54572308337,259089.56333978957,80542.04627341303,97442.99589426348,-133174.9412272342,0.0
262,1727835109.4991498,-229779.7598447693,259783.5532415926,80232.66581397611,96637.34896665484,-132249.2581325129,0.0
263,1727835110.093531,0.0,0.0,0.0,0.0,0.0,0.0
264,1727835110.0941222,-228431.16531746366,260014.8832088603,80748.29991303764,95952.5490781875,-133051.5168146047,0.0
